id,template,slipsense,mappedscale,faultage,sliprate,sentence
327,known_age,normal,"1:340,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
328,known_age,normal,"1:340,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
329,known_age,normal,"1:340,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
330,known_age,normal,"1:340,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
331,known_age,normal,"1:340,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
332,known_age,normal,"1:340,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
333,known_age,normal,"1:340,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
334,known_age,normal,"1:340,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
335,undetermined_age,normal,"1:340,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have not determined the age or slip rate of the fault."
336,known_age,normal,"1:340,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
337,known_age,normal,"1:340,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
338,known_age,normal,"1:340,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
339,known_age,normal,"1:340,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
340,known_age,normal,"1:340,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
341,known_age,normal,"1:340,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:340,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
342,known_age,normal,"1:500,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
343,known_age,normal,"1:500,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
344,known_age,normal,"1:500,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
345,known_age,normal,"1:500,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
346,known_age,normal,"1:500,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
347,known_age,normal,"1:500,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
348,known_age,normal,"1:500,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
349,known_age,normal,"1:500,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
350,known_age,normal,"1:500,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
351,known_age,normal,"1:500,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
352,known_age,normal,"1:500,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
353,known_age,normal,"1:500,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
354,known_age,normal,"1:500,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
355,known_age,normal,"1:500,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
356,known_age,normal,"1:500,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
357,known_age,normal,"1:500,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
358,known_age,normal,"1:500,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
359,known_age,normal,"1:500,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
360,known_age,normal,"1:500,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
361,known_age,normal,"1:500,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
362,known_age,normal,"1:500,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
363,known_age,normal,"1:500,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
364,known_age,normal,"1:500,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
365,known_age,normal,"1:500,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
366,undetermined_age,normal,"1:500,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have not determined the age or slip rate of the fault."
367,known_age,normal,"1:500,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
368,known_age,normal,"1:500,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
369,known_age,normal,"1:500,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
370,known_age,normal,"1:500,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
371,known_age,normal,"1:500,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
372,known_age,normal,"1:500,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
373,known_age,normal,"1:700,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
374,known_age,normal,"1:700,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
375,known_age,normal,"1:700,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
376,known_age,normal,"1:700,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
377,known_age,normal,"1:700,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
378,known_age,normal,"1:700,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
379,known_age,normal,"1:700,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
380,known_age,normal,"1:700,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
381,known_age,normal,"1:700,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
382,known_age,normal,"1:700,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
383,known_age,normal,"1:700,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
384,known_age,normal,"1:700,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
385,known_age,normal,"1:700,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
386,known_age,normal,"1:700,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
387,known_age,normal,"1:700,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
388,known_age,normal,"1:700,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
389,known_age,normal,"1:700,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
390,known_age,normal,"1:700,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
391,known_age,normal,"1:700,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
392,known_age,normal,"1:700,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
393,known_age,normal,"1:700,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
394,known_age,normal,"1:700,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
395,known_age,normal,"1:700,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
396,known_age,normal,"1:700,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
397,undetermined_age,normal,"1:700,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have not determined the age or slip rate of the fault."
398,known_age,normal,"1:700,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
399,known_age,normal,"1:700,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
400,known_age,normal,"1:700,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
401,known_age,normal,"1:700,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
402,known_age,normal,"1:700,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
403,known_age,normal,"1:700,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
404,known_age,normal,"1:750,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
405,known_age,normal,"1:750,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
406,known_age,normal,"1:750,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
407,known_age,normal,"1:750,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
408,known_age,normal,"1:750,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
409,known_age,normal,"1:750,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
410,known_age,normal,"1:750,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
411,known_age,normal,"1:750,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
412,known_age,normal,"1:750,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
413,known_age,normal,"1:750,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
414,known_age,normal,"1:750,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
415,known_age,normal,"1:750,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
416,known_age,normal,"1:750,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
417,known_age,normal,"1:750,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
418,known_age,normal,"1:750,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
419,known_age,normal,"1:750,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
420,known_age,normal,"1:750,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
421,known_age,normal,"1:750,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
422,known_age,normal,"1:750,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
423,known_age,normal,"1:750,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
424,known_age,normal,"1:750,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
425,known_age,normal,"1:750,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
426,known_age,normal,"1:750,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
427,known_age,normal,"1:750,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
428,undetermined_age,normal,"1:750,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have not determined the age or slip rate of the fault."
429,known_age,normal,"1:750,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
430,known_age,normal,"1:750,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
431,known_age,normal,"1:750,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
432,known_age,normal,"1:750,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
433,known_age,normal,"1:750,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
434,known_age,normal,"1:750,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:750,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
435,fold_structure,monocline,"1:10,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
436,fold_structure,monocline,"1:10,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
437,fold_structure,monocline,"1:10,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
438,fold_structure,monocline,"1:10,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of unspecified."
439,fold_structure,monocline,"1:10,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of Undetermined."
440,fold_structure,monocline,"1:10,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
441,fold_structure,monocline,"1:10,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
442,fold_structure,monocline,"1:10,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a monocline that was mapped at 1:10,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
